"Snake_ID","Snake_Name","Date","Time","Year","Location","UTM_E","UTM_N","Observers","Status","Snake_Sex","Habitat_Category","HabitatCategory2","HabitatComplexity","Percent_H20","Overstory","Understory","Behavior","Other_Behavior","Percent_Hidden","Snake_Temp","Substrate_Temp_Shade","Substrate_Temp_Sun","Water_Temp","Burrow_Type","Condition","Position","Skin","Survey_Time","Associated_Snakes","External_Marks","Comments","Designation","GlobalID","Season","Sector.1","Sector.2","Longitude","Latitude"
"PYBI_03","Noosa","2/20/2013",NA,2013,"V",433025.879627099,2876011.45984748,"Camera","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"resting",NA,100,NA,NA,NA,NA,"DILLO","gravid",NA,"normal",NA,0,NA,"recorded by trailcam exiting at est. 1240:30 and re-entry 1650:36",NA,"648c2584-0f34-4e9d-aea8-8c071b3dd2e5",NA,NA,NA,-81.66921999,26.00140998
"PYBI_03","Noosa","3/1/2013",NA,2013,"P",433025.879627099,2876011.45984748,"IB","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,NA,NA,"029130f3-efd6-48d6-be8d-ad6555846b08",NA,NA,NA,-81.66921999,26.00140998
"PYBI_02","Sweet Pea","3/1/2013",1500,2013,"P",433737.879737318,2877368.74982492,NA,"inactive","female","urban / anthro","lake / resevoire",1,NA,NA,"reeds","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"cold morning/canoed and walked north bank; Canoed and got fix in same area; walked North bank and got fix 2 bars gain between triple culverts and drain pipe on N bank; ~3' out under emergent vegetation; no sound without antennae",NA,"153a1bb9-4509-4a5b-b9ee-378b74681852",NA,NA,NA,-81.66217464,26.01369803
"PYBI_03","Noosa","3/6/2013",NA,2013,"P",433025.879627099,2876011.45984748,"IB","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,NA,NA,"68d32599-5b91-4154-82c8-641fdc7ae295",NA,NA,NA,-81.66921999,26.00140998
"PYBI_02","Sweet Pea","3/6/2013",1500,2013,"P",433732.760197221,2877366.21963659,NA,"inactive","female","urban / anthro","lake / resevoire",1,NA,NA,"reeds","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Possibility underground course for sweet pea instead of underwater plausible",NA,"748e3340-0085-4ab4-9a5e-1f21dd4d1ee9",NA,NA,NA,-81.66222567,26.01367495
"PYBI_03","Noosa","3/9/2013",NA,2013,"P",433025.879627099,2876011.45984748,"PTA,AF","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,NA,NA,"a55d6e77-fb75-4feb-a6eb-714f933c786a",NA,NA,NA,-81.66921999,26.00140998
"PYBI_02","Sweet Pea","3/9/2013",1800,2013,"P",433727.759954945,2877361.56020509,"PTA, AF","inactive","female","urban / anthro","lake / resevoire",1,NA,NA,"reeds","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"localized to reeds",NA,"6fa8f77a-7caf-4609-8e9a-304730943233",NA,NA,NA,-81.6622754,26.01363265
"PYBI_03","Noosa","3/10/2013",NA,2013,"P",433025.879627099,2876011.45984748,"PTA,AF","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,NA,NA,"741ecb8d-8648-4113-b800-12f8f013fbbe",NA,NA,NA,-81.66921999,26.00140998
"PYBI_03","Noosa","3/11/2013",NA,2013,"P",433025.879627099,2876011.45984748,"PTA","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,"recorded by trailcam recorded at entrance 14:50-15:51 h",NA,"d58df287-c484-4f3c-b72d-913be543f657",NA,NA,NA,-81.66921999,26.00140998
"PYBI_04","General","3/12/2013",1500,2013,"R",433509.000072999,2875970.99944575,"PTA, DB","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crawled in brush to north",NA,"dadce4aa-4796-4c0b-99d9-b4395a4183b4","Breeding","S","E",-81.66439075,26.00106691
"PYBI_03","Noosa","3/14/2013",NA,2013,"P",433025.879627099,2876011.45984748,"PTA,IB,SB,JAC","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,NA,NA,"191c5e72-0cc9-425a-b5cf-7f6b1094a398",NA,NA,NA,-81.66921999,26.00140998
"PYBI_02","Sweet Pea","3/14/2013",1615,2013,"M",433722.599826786,2877359.71023951,NA,"inactive","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new antennae - still in weeds",NA,"b83ebc1f-a4c1-4ab4-bbb5-68d8b0813ac6",NA,NA,NA,-81.66232687,26.01361571
"PYBI_04","General","3/16/2013",1700,2013,"T",432819.000050478,2876056.99969836,"PTA","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d9bc78d9-a144-4185-8576-1c3591c38442","Breeding","S","E",-81.6712894,26.00181159
"PYBI_03","Noosa","3/16/2013",NA,2013,"P",433025.879627099,2876011.45984748,"PTA","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,"recorded by trailcam 15:22 re-entry (good clip for presentation)",NA,"63ecbdc7-16b4-4956-9044-ee33e95f344d",NA,NA,NA,-81.66921999,26.00140998
"PYBI_03","Noosa","3/19/2013",NA,2013,"V",433025.879627099,2876011.45984748,"Camera","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"resting",NA,100,NA,NA,NA,NA,"DILLO","gravid",NA,"normal",NA,1,NA,"possible different snake recorded entering her burrow (Big dingy stubby BDS snake)",NA,"2c8a7b32-3a76-4814-be91-c57537d61fc7",NA,NA,NA,-81.66921999,26.00140998
"PYBI_04","General","3/22/2013",1700,2013,"V",432826.999951153,2876058.99975552,NA,"inactive","male","mangrove swamp","lake / resevoire",NA,NA,"red mangrove, climbing fern",NA,"basking",NA,NA,NA,NA,NA,NA,NA,"healthy","arboreal","normal",NA,0,NA,"took photo (confirm exact coordinates) 6-7' off ground",NA,"49c3ddb8-9b36-4d77-8b9e-2b141ef4f14a","Breeding","S","E",-81.67120957,26.00183002
"PYBI_03","Noosa","3/22/2013",NA,2013,"P",433025.879627099,2876011.45984748,"IB","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,"DILLO",NA,NA,NA,NA,0,NA,NA,NA,"1d5973ec-96eb-464c-82e3-d8f83d9e6360",NA,NA,NA,-81.66921999,26.00140998
"PYBI_04","General","3/29/2013",1715,2013,"V",432874.999744243,2876011.9996446,NA,"inactive","male","disturbed","mangrove swamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"R2N with probably yet unknown PB",NA,"c7b09bc9-838e-4d94-96af-a1c425e2d1fd","Breeding","S","E",-81.67072756,26.00140787
"PYBI_03","Noosa","3/29/2013",NA,2013,"V",433167.289971964,2875999.43986277,"IB","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"resting",NA,100,NA,NA,NA,NA,"DILLO","gravid",NA,"normal",NA,0,NA,"Burrow #2 CONFIRMED, Visual of snake entering burrow (reciever picked up signal in burrow afterwards) fairly confident transmitter in snake at this time",NA,"a55beb4e-7357-4f7d-a085-d597bbd72467",NA,NA,NA,-81.66780645,26.00130798
"PYBI_02","Sweet Pea","3/29/2013",2020,2013,"V",433735.909762276,2877358.17973773,NA,"inactive","female","urban / anthro","lake / resevoire",1,NA,NA,"reeds","resting",NA,NA,NA,NA,NA,NA,NA,"healthy","coiled","normal",NA,0,NA,"on interface of reeds and water, Tight ball on edge of Rushes; had to walk right on top; brief visual then she disappeared",NA,"2ea80cbc-6fc0-440a-90c1-041860a96ceb",NA,NA,NA,-81.66219379,26.0136025
"PYBI_04","General","4/7/2013",1725,2013,"V",432888.330157847,2876011.28001869,NA,"inactive","male","disturbed","mangrove swamp",NA,NA,NA,NA,"courting",NA,NA,NA,NA,NA,NA,NA,"healthy",NA,"normal",NA,1,NA,"with PB (2nd capture/release/retreated/submerged to water north) BP01-07APR13",NA,"fbda164d-d110-4e1a-b00a-98b88cb41c0e","Breeding","S","E",-81.67059433,26.00140199
"PYBI_03","Noosa","4/7/2013",NA,2013,"P",433167.289971964,2875999.43986277,"IB,AF,NM","inactive","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shed collected near her burrow entrance (shed transmitter between 29th and 7th, found by PTA 04MAY13)",NA,"2c10c383-42a2-40f7-9d98-a7d1d287ffba",NA,NA,NA,-81.66780645,26.00130798
"PYBI_05","Paula","4/10/2013",NA,2013,"R",432887.559749683,2876006.83952147,NA,"inactive","female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"released at capture site she went south to water submerged",NA,"34e7e452-633a-444c-b482-a8a530fa7eb3",NA,NA,NA,-81.6706018,26.00136186
"PYBI_02","Sweet Pea","4/10/2013",1900,2013,"P",433726.079520947,2877359.14991586,NA,"inactive","female","urban / anthro","lake / resevoire",1,NA,NA,"reeds","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"signal from reeds",NA,"9b7e2bc5-0e3d-4ca9-8313-5fd11ce8d1d7",NA,NA,NA,-81.66229207,26.01361081
"PYBI_05","Paula","4/11/2013",NA,2013,"P",433161.350394947,2876001.07943033,"PTA, JN, SB, DB","inactive","female","disturbed","mangrove swamp",NA,NA,NA,NA,"not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"867b9406-2588-44cd-9936-2653c17445b9",NA,NA,NA,-81.66786588,26.00132251
