"Snake_ID","Snake_Name","Date","Time","Year","Location","UTM_E","UTM_N","Observers","Status","Snake_Sex","Habitat_Category","HabitatCategory2","HabitatComplexity","Percent_H20","Overstory","Understory","Behavior","Other_Behavior","Percent_Hidden","Snake_Temp","Substrate_Temp_Shade","Substrate_Temp_Sun","Water_Temp","Burrow_Type","Condition","Position","Skin","Survey_Time","Associated_Snakes","External_Marks","Comments","Designation","GlobalID","Season","Sector.1","Sector.2","Longitude","Latitude"
"PYBI_35","Ender","1/22/2018",1708,2018,"V",427814.000151865,2882658.9996887,"IB, IE, MH","active","male","disturbed ",NA,NA,NA,NA,"para","resting",NA,100,NA,NA,35.2,NA,NA,"healthy",NA,"normal",NA,0,NA,"slithered away at approach",NA,"9648c0f4-95b7-4002-b6eb-def91c8ac1c0","Breeding","S","W",-81.72166221,26.06118095
"PYBI_43","Jimi","1/22/2018",1806,2018,"P",435559.999559921,2880839.99995535,"IB, IE, MH ","inactive","male","disturbed",NA,2,NA,NA,"dense vines, debris","not visible",NA,100,NA,NA,32.9,NA,NA,NA,NA,NA,NA,1,NA,"led to capture of BP01-22JAN18",NA,"9bbc012b-2ff9-4b97-92a5-616dd2cdbab8","Breeding","N","E",-81.64413779,26.04512307
"PYBI_27","Malcolm","1/22/2018",1549,2018,"V",426550.999800972,2882595.00043545,NA,"active","male","pine upland / flatwoods",NA,NA,NA,"slash pine","saw palmetto, gallberry","resting",NA,100,NA,NA,NA,NA,"DILLO","healthy","coiled","normal",NA,0,NA,"1.5 meters into inundated burrow; most likely retreated to burrow at our approach",NA,"8926a5ea-33fd-4684-a7f5-8eb0de2fcd29","Breeding","S","W",-81.73428433,26.06053944
"PYBI_30","Tresa","1/22/2018",2011,2018,"V",436404.999659854,2879840.99948139,"IB, IE, MH","inactive","female","agricultural retention",NA,2,NA,NA,"dense para, debris","resting",NA,50,32.5,30.4,NA,NA,NA,"healthy","coiled","normal",NA,0,NA,"slithered away upon approach",NA,"f56c55f6-043d-403b-8c90-d3dab1439b93",NA,NA,NA,-81.63564301,26.03614026
"PYBI_42","Ziggy","1/22/2018",1923,2018,"T",435741.999860964,2877093.00007172,"IB, IE, MH","active","male","agricultural levee",NA,1,NA,NA,"para",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd02b4a3-2650-47f1-9545-ac2ee9d7fa69","Breeding","S","E",-81.64213442,26.01129855
"PYBI_01","Elvis","1/24/2018",1924,2018,"B",433332.999614506,2875618.99999374,"IB, IE, MH","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seems to still be in same mangrove area",NA,"fc4ddfca-6382-4667-b8ae-b0abd88f0f21","Breeding","S","E",-81.66613136,25.99788053
"PYBI_22","Grendel","1/24/2018",1829,2018,"V",429229.000344352,2877495.99970276,"IB, IE, MH","inactive","male","mangrove swamp",NA,NA,NA,"red mangrove",NA,"resting",NA,85,28,26.2,NA,NA,NA,"healthy",NA,"shedding",NA,0,NA,"partially cloudy eyes",NA,"20b62961-2be9-4163-b24e-8f9caacff05c","Breeding","S","W",-81.70723728,26.0146336
"PYBI_13","Kirkland","1/24/2018",1810,2018,"M",428026.000386036,2877711.99945009,"IB, IE, MH","active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c759f7dc-173b-4e9a-8663-93298270e67f","Breeding","S","W",-81.71927038,26.01652458
"PYBI_39","Mick","1/24/2018",1519,2018,"V",434331.999927927,2876706.99952269,"IB, IE, MH","inactive","male","disturbed","marsh / wet prairie",NA,NA,"willow","spartina","basking",NA,0,26.1,21.9,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,"basking on grass pad",NA,"028dce38-94a8-415c-ad6e-fe7de1808591","Breeding","S","E",-81.65620454,26.00774999
"PYBI_34","Ronin","1/24/2018",2020,2018,"T",441007.999909192,2878106.9995302,"IB, IE, MH","active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd83a9bc-3d78-4de9-9fe1-70abbb153fed","Breeding","N","E",-81.58955899,26.02067845
"PYBI_28","Shrek","1/24/2018",1649,2018,"B",426165.000370505,2874523.00018145,"IB, IE MH","active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moved from Cannon to Johnson Island",NA,"8ddf64ea-1c27-4270-9712-5af1fac2775c","Breeding","S","W",-81.73768714,25.98763704
"PYBI_31","Vagus","1/24/2018",1957,2018,"T",445249.000055114,2872714.99970515,"IB, IE, MH","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moved back north",NA,"6b67c277-a119-4b90-ba55-61bbb43b8955","Breeding",NA,NA,-81.54695107,25.9721583
"PYBI_29","XX","1/24/2018",2045,2018,"T",439708.000456751,2877197.99968338,"IB, IE, MH","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ac233ceb-2927-46a4-95b7-1de2f432a1c3","Breeding","N","E",-81.60250856,26.01241721
"PYBI_37","Zeppelin","1/24/2018",1748,2018,"V",428277.000413607,2879033.99958441,"IB, IE MH","inactive","male","scrub",NA,NA,0,"sparse slash pine","scrub oak, saw palmetto","resting",NA,80,30.3,26.4,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,NA,NA,"a8c6fb64-6a17-4c1c-9804-3de01bbfe897","Breeding","S","W",-81.71683469,26.02847354
"PYBI_38","Barron","1/25/2018",2014,2018,"P",428232.999798082,2882909.99949342,"IB, IE","inactive","male","disturbed","urban / anthro",2,NA,"cabbage palm","anthro debris","not visible",NA,100,NA,NA,NA,NA,"NC",NA,NA,NA,NA,0,NA,NA,NA,"68b1bee7-20d1-4c0d-b91e-09b0bdf87bda","Breeding","S","W",-81.71748743,26.06346812
"PYBI_24","Jaeger","1/25/2018",1930,2018,"V",435231.99996236,2876171.99947722,"IB, IE","inactive","male","marsh / wet prairie",NA,1,100,NA,"cattail, leather fern","basking",NA,0,NA,NA,NA,NA,NA,"healthy",NA,"shedding",NA,1,NA,"most likely with Stella, evidence of basking/mating pad nearby",NA,"253789a2-3f4a-4c27-9260-5d6c6a058611","Breeding","S","E",-81.64718504,26.00295986
"PYBI_43","Jimi","1/25/2018",1545,2018,"P",435397.000107361,2880893.99953181,"IB, IE, MH","inactive","male","disturbed",NA,2,NA,NA,"dense vines, debris","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"led to capture of BP01-25JAN18",NA,"44bd072e-3015-4c5e-8937-9aec4e92cc43","Breeding","N","E",-81.64576971,26.04560337
"PYBI_44","Joey","1/25/2018",1450,2018,"R",430092.999930245,2878092.99960415,"IB, IE","inactive","male","disturbed","urban / anthro",1,NA,NA,"rubble, grasses","moving",NA,0,NA,NA,NA,NA,NA,"healthy",NA,"shedding",NA,0,NA,"release after transmitter implant",NA,"368c2362-e454-41ec-9dd6-bbd071eb5415","Breeding","S","E",-81.69863548,26.02006599
"PYBI_21","Johnny","1/25/2018",1618,2018,"P",435530.000218194,2880723.99976852,"IB, IE","inactive","male","disturbed",NA,NA,NA,"brazilian pepper","leaf litter","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a3491e9-d979-4626-83e9-a5033bcea45d","Breeding","N",NA,-81.64443192,26.04407434
"PYBI_41","Stanley","1/25/2018",1748,2018,"V",436846.999794857,2881062.0003642,"IB, IE","inactive","male","agricultural levee",NA,3,NA,"dense brazilian pepper",NA,"basking",NA,20,NA,NA,NA,NA,NA,"healthy","outstretched","normal",NA,0,NA,NA,NA,"1f5a9df5-8015-4067-a1eb-350437e73500","Breeding","N","E",-81.63128439,26.04718436
"PYBI_10","Stella","1/25/2018",1930,2018,"P",435231.99996236,2876171.99947722,"IB, IE","inactive","female","marsh / wet prairie",NA,1,100,NA,"cattail, leather fern","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"likely with Jaeger, evidence of basking/mating pad nearby",NA,"250ffe8b-4a82-4afa-a768-445674493808",NA,NA,NA,-81.64718504,26.00295986
"PYBI_29","XX","1/25/2018",1716,2018,"V",440275.999805641,2877404.99990415,"IB, IE","inactive","male","disturbed",NA,NA,NA,"brazilian pepper",NA,"resting",NA,75,23.5,22.9,NA,NA,NA,"healthy","outstretched","normal",NA,0,NA,NA,NA,"a2bf1d9c-4cbc-4858-9aa6-449437d33e4d","Breeding","N","E",-81.59684214,26.01430983
"PYBI_40","Bowie","1/29/2018",1727,2018,"V",434854.999766369,2877174.99982331,"IB, IE, MH","inactive","male","agricultural retention",NA,NA,NA,"willow, brazilian pepper","para","resting",NA,100,27.4,25.9,NA,NA,NA,"healthy",NA,"normal",NA,1,NA,"led to sentinel capture (female), was 3m from female",NA,"a8389bb7-b544-4fd1-b8c5-fd6236c6e5e9","Breeding","S","E",-81.6510019,26.01199931
"PYBI_22","Grendel","1/29/2018",2030,2018,"V",429071.999742567,2877388.99998518,"IB, IE, MH","inactive","male","scrub",NA,NA,0,NA,"scrub oak, saw palmetto, gallberry","basking",NA,70,NA,NA,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,"slithered away at our approach into burrow he was found in last time",NA,"d381edce-828c-4486-bb62-3904a887c1c7","Breeding","S","W",-81.70880034,26.0136598
"PYBI_44","Joey","1/29/2018",1936,2018,"P",430092.999930245,2878092.99960415,"IB, IE, MH","inactive","male","disturbed","urban / anthro",1,NA,NA,"rubble, grasses","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"2688d69a-e5b4-4520-9b94-96da9e4a5cc5","Breeding","S","E",-81.69863548,26.02006599
"PYBI_13","Kirkland","1/29/2018",2000,2018,"V",428657.000168398,2878124.99952981,"IB, IE, MH","active","male","scrub",NA,NA,0,NA,"palmetto, gallberry","resting",NA,100,NA,NA,NA,NA,"GOTO, active","healthy","coiled","normal",NA,0,NA,"2m into burrow, tortoise closer to the entrance",NA,"3644d35e-2bcc-4936-bc24-1ad029b1e098","Breeding","S","W",-81.71298742,26.02028485
"PYBI_39","Mick","1/29/2018",1637,2018,"V",434009.000040108,2877051.99978708,"IB, IE, MH","inactive","male","disturbed",NA,NA,NA,"brazilian pepper",NA,"basking",NA,10,30.2,28.7,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,NA,NA,"368fdfc6-cecd-4863-8885-6efab32e9d0f","Breeding","S","E",-81.65944943,26.0108504
"PYBI_34","Ronin","1/29/2018",1530,2018,"V",440942.210269021,2878178.16333176,"IB, IE, MH","active","male","agricultural retention ",NA,NA,NA,NA,"willow, mixed grasses ","resting",NA,100,NA,NA,NA,NA,NA,"healthy",NA,"dark (preshed)",NA,0,NA,NA,NA,"aed083f0-06a2-496b-af63-a47fe1778132","Breeding","N","E",-81.59021967,26.02131833
"PYBI_29","XX","1/29/2018",1600,2018,"V",439524.000147033,2877303.00005891,"IB, IE, MH","inactive","male","agricultural retention",NA,2,NA,"willow","para","resting",NA,100,25.2,25,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,"moved away at our approach",NA,"8c44ac75-ce70-42de-87ce-0cbd70143f3f","Breeding","N","E",-81.60435208,26.01335762
"PYBI_37","Zeppelin","1/29/2018",2015,2018,"V",428717.000221741,2877421.00032499,"IB, IE, MH","inactive","male","mangrove swamp",NA,NA,NA,"red mangrove",NA,"moving",NA,80,NA,NA,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,"disturbed, swam to deeper water when we approached",NA,"ef68f3db-9cd7-44f1-83b6-749ed41a3189","Breeding","S","W",-81.71234946,26.0139313
"PYBI_42","Ziggy","1/29/2018",1812,2018,"V",435683.000371576,2877029.00044002,"IB, IE, MH","active","male","disturbed ",NA,NA,NA,"brazilian pepper","leaf litter","resting",NA,100,26,26.9,NA,NA,"NC (sub)","healthy",NA,"normal",NA,0,NA,"dug him up from 1:15-1:18, was moving away from us during this time",NA,"6cce83c4-290c-4228-b45c-d57681ce8307","Breeding","S","E",-81.64272083,26.01071806
"PYBI_35","Ender","1/30/2018",2011,2018,"V",426773.999584939,2882731.9994698,"IB, IE, MH","active","male","pine upland / flatwoods",NA,NA,NA,"oak","saw palmetto ","resting",NA,100,NA,NA,NA,NA,"DILLO","healthy",NA,"normal",NA,1,NA,"coiled 0.5m into burrow; led to the capture of BP01 who was ~4m away",NA,"a3114fb2-0e51-4053-b502-af984c92979f","Breeding","S","W",-81.73206279,26.06178773
"PYBI_24","Jaeger","1/30/2018",1700,2018,"A",435664.000088279,2876016.00011666,"IB","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0162da3c-e8e1-4274-bf7e-d2606b1e3fd8","Breeding","S","E",-81.64286089,26.00157055
"PYBI_19","Luther","1/30/2018",1700,2018,"A",424191.00044479,2884322.99973529,"IB","active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ded8df0d-9f17-40d8-a157-76b87cde1f77","Breeding","S","W",-81.75797652,26.07601961
"PYBI_19","Luther","1/30/2018",1754,2018,"V",424207.000303089,2884545.99966655,"IB, IE, MH","active","male","pine upland / flatwoods",NA,NA,NA,NA,"saw palmetto, fern ","resting",NA,100,20,19.8,22.7,NA,NA,"healthy",NA,"normal",NA,0,NA,"checked area for other snakes, none found",NA,"a67457f2-7087-4be0-93a6-7e686bd57688","Breeding","S","W",-81.75782952,26.07803391
"PYBI_27","Malcolm","1/30/2018",1851,2018,"M",426729.000480595,2883133.000182,NA,"active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8a82a523-bc8b-4061-8469-e41ebc22fac0","Breeding","S","W",-81.73253515,26.0654061
"PYBI_28","Shrek","1/30/2018",1700,2018,"A",426621.999526753,2874729.00024815,"IB","active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e24c12cb-b445-47f3-b36e-dcfb2fe438f6","Breeding","S","W",-81.73313309,25.98952025
"PYBI_31","Vagus","1/30/2018",1700,2018,"A",447195.000476731,2871707.9995132,"IB","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b7b0245e-f57d-4ad3-ad9d-bd47eaf6205a","Breeding",NA,NA,-81.52747105,25.96313773
"PYBI_38","Barron","1/31/2018",2059,2018,"P",428219.999666175,2882900.00022575,"IB, IE, MH","inactive","male","disturbed","urban / anthro",2,NA,"palm","debris","not visible",NA,100,NA,NA,NA,NA,"NC",NA,NA,NA,NA,0,NA,"highly disturbed-tried to dig him out",NA,"3588952e-2a9d-418b-a2f9-d5f3cfb6056d","Breeding","S","W",-81.71761684,26.06337719
"PYBI_01","Elvis","1/31/2018",2015,2018,"V",432677.000074283,2875783.00006293,"IB, IE, MH","inactive","male","mangrove swamp",NA,NA,NA,"red mangrove ","fern ","resting",NA,90,NA,NA,NA,NA,NA,"healthy","outstretched","normal",NA,0,NA,"escaped into water, highly disturbed by us and nearby restoration operation",NA,"b89a6f3c-f021-41be-ad32-8e25b89130f3","Breeding","S","E",-81.67269413,25.99933099
"PYBI_43","Jimi","1/31/2018",1614,2018,"P",435397.000107361,2880893.99953181,"IB, IE, MH","inactive","male","disturbed",NA,2,NA,NA,"dense vines, debris","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"in exact same location",NA,"12b14792-e8e1-40a3-98af-1875147029d7","Breeding","N","E",-81.64576971,26.04560337
"PYBI_44","Joey","1/31/2018",1745,2018,"P",430092.999930245,2878092.99960415,"IB, IE, MH","inactive","male","disturbed","urban / anthro",1,NA,NA,"rubble, grasses","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"in same place",NA,"e6165782-4620-422e-9bb4-7c9b958e9e45","Breeding","S","E",-81.69863548,26.02006599
"PYBI_21","Johnny","1/31/2018",1647,2018,"V",435559.999803005,2880715.00039821,"IB, IE, MH","inactive","male","disturbed",NA,NA,NA,"brazilian pepper","earleaf acacia ","resting",NA,100,21.2,21.8,NA,NA,NA,"healthy","coiled","normal",NA,1,NA,"led to capture of BP01, who was ~2m away",NA,"f30ff379-9ca0-47aa-8585-7083207a5dd3","Breeding","N","E",-81.64413162,26.04399442
"PYBI_28","Shrek","1/31/2018",1840,2018,"V",426570.00031828,2874766.99988392,"IB, IE, MH","active","male","oak hammock",NA,NA,NA,"oak ","snake weed","not visible",NA,100,NA,NA,NA,NA,NA,"healthy",NA,"normal",NA,0,NA,"grabbed by accident several times, highly disturbed",NA,"c4f659e5-9cca-435f-821a-32002114e0ee","Breeding","S","W",-81.73365472,25.98986072
"PYBI_41","Stanley","1/31/2018",1717,2018,"P",436753.000383932,2880099.9996024,"IB, IE, MH","inactive","male","agricultural levee",NA,1,NA,NA,"para","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"nearby basking pad, may have been his",NA,"4d341dd0-4b85-4b7e-a507-d692fc449658","Breeding","N","E",-81.63217739,26.0384941
"PYBI_40","Bowie","2/1/2018",1711,2018,"V",434817.999602856,2877163.9995059,"IB, IE, MH, KF","inactive","male","agricultural retention",NA,NA,NA,"brazilian pepper","fern, debris","resting",NA,90,35.6,NA,38.1,NA,NA,"healthy",NA,"normal",NA,0,NA,NA,NA,"9cce06a2-0098-4b02-84ea-9ac8602cec53","Breeding","S","E",-81.65137108,26.01189832
"PYBI_33","Caesar","2/1/2018",1500,2018,"P",429398.000322186,2883170.00039608,"IB, IE, MH, KF","rogue","male","disturbed","lake / resevoire ",NA,NA,NA,"rush","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"d1f9519e-535d-4ad6-8fa3-8e7c5bad7d32","Breeding",NA,NA,-81.70585517,26.0658731
"PYBI_35","Ender","2/1/2018",1908,2018,"V",426698.000396576,2882699.99985481,"IB, IE, MH, KF","active","male","pine upland / flatwoods",NA,NA,NA,"slash pine ","saw palmetto ","resting",NA,100,29.3,23.3,NA,NA,NA,"healthy","coiled","normal",NA,0,NA,NA,NA,"f4511222-d6e3-487a-b803-1375a2d94a18","Breeding","S","W",-81.73282073,26.06149495
"PYBI_22","Grendel","2/1/2018",2020,2018,"V",429062.000400343,2877407.99955111,"IB, IE, MH, KF","inactive","male","scrub",NA,NA,0,NA,"scrub oak, saw palmetto, gallberry","resting",NA,100,NA,NA,NA,NA,"GOTO","healthy",NA,"normal",NA,0,NA,"in same zone, but different burrow (1.5m in)",NA,"cd1c0a0c-6193-40e0-b25b-98a1064aa1e7","Breeding","S","W",-81.70890129,26.01383086
"PYBI_13","Kirkland","2/1/2018",2011,2018,"B",428251.000117346,2877791.99944738,"IB, IE, MH, KF","active","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"869426cc-12aa-418f-92af-f2848658b444","Breeding","S","W",-81.71702638,26.01725808
"PYBI_27","Malcolm","2/1/2018",1809,2018,"P",426738.000368565,2883130.00025028,NA,"active","male","disturbed","mangrove swamp",NA,100,"mangroves, buttonwood","debris","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"swam away at our approach",NA,"3b6ac347-e3c6-42e9-b3b9-92a3c9db38f3","Breeding","S","W",-81.73244501,26.06537947
"PYBI_34","Ronin","2/1/2018",1642,2018,"V",440988.999994768,2878108.000108,"IB, IE, MH, KF","active","male","agricultural retention ",NA,NA,NA,NA,"para","basking",NA,10,NA,NA,NA,NA,NA,NA,NA,"shedding",NA,0,NA,"slithered away at approach",NA,"ef737448-b89e-42e1-b925-716318579ad2","Breeding","N","E",-81.58974891,26.02068671
"PYBI_31","Vagus","2/1/2018",1550,2018,"P",446929.999520511,2872000.99951012,"IB, IE, MH, KF","inactive","male","disturbed",NA,NA,NA,"brazilian pepper","melaleuca debris","not visible",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"620fc382-5ac8-44d1-92bc-af2f2d005d8b","Breeding",NA,NA,-81.53012992,25.96577371
"PYBI_29","XX","2/1/2018",1616,2018,"V",439502.000086324,2877293.00034194,"IB, IE, MH, KF","inactive","male","agricultural retention",NA,2,NA,NA,"dense para","courting",NA,0,NA,NA,NA,NA,NA,"healthy",NA,"normal",NA,1,NA,"led to capture of BP01, with whom he was mating",NA,"a3a3666c-c8c2-48a2-b2ba-1c366db7cbb3","Breeding","N","E",-81.60457146,26.01326641
"PYBI_37","Zeppelin","2/1/2018",2033,2018,"M",428251.000117346,2877791.99944738,"IB, IE, MH, KF","inactive","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"968f9e68-7147-4499-b701-cf0474ad7da4","Breeding","S","W",-81.71702638,26.01725808
